,Clasp material,Ref. No.,Bracelet color,url,Gender,Brand,Bracelet material,Availability,Clasp,Case material,Location,Year,Price,Condition,Movement
With box,,WAR101B.FC6367,Black,http://www.chrono24.com/tagheuer/carrera-cara-delevingne-black-dial-ladies-quartz-watch--id4722582.htm,Ladies' watch,TAG Heuer,Leather,On request,Fold clasp,Steel,"United States, New York, Brooklyn NY",,"$3,325",0 (unworn),Quartz
With box,,WAY211F.FC6362,Black,http://www.chrono24.com/tagheuer/aquaracer--id5323863.htm,Men's watch/Unisex,TAG Heuer,Textile,On request,,Steel,"United States, New York, Brooklyn NY",,"$1,680",0 (unworn),Automatic
With box,,,Black,http://www.chrono24.com/tagheuer/carrera-caliber-heuer-01-skeleton-45mm-car2a91ft6071--id5581411.htm,Men's watch/Unisex,TAG Heuer,Rubber,Ready to ship in 6-10 days,Fold clasp,Ceramic,"United States, New York, Airmont",,"$6,300",0 (unworn),Automatic
New,,WAT1410.BA0954,,http://www.chrono24.com/tagheuer/link--id4570732.htm,,TAG Heuer,,Ready to ship in 6-10 days,,,"Germany, Baden-Baden",,,0 (unworn),
New,,WAV5111.FC6225,,http://www.chrono24.com/tagheuer/garnd-carrera-automatik--id4570716.htm,,TAG Heuer,,Ready to ship in 6-10 days,,,"Germany, Baden-Baden",,,0 (unworn),
New,,WAT1417.BA0954,,http://www.chrono24.com/tagheuer/link--id4570752.htm,,TAG Heuer,,Ready to ship in 6-10 days,,,"Germany, Baden-Baden",,,0 (unworn),
With papers,White Gold,77240BC.ZZ.A808CR.01,,http://www.chrono24.com/audemarspiguet/jules-audemars-ladies-diamond-new--id4847285.htm,Ladies' watch,Audemars Piguet,Leather,On request,Buckle,White gold,"Taiwan, Taipei",,"$9,000",0 (unworn),Automatic
,,26470ST.OO.A027CA.99,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-42mm-ref-26470stooa027ca99--id5705368.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$26,600",0 (unworn),
,,67600BA.OO.1210BA.01,,http://www.chrono24.com/audemarspiguet/royal-oak-quartz-ref-67600baoo1210ba01--id5705327.htm,Ladies' watch,Audemars Piguet,,On request,,,"United States, Florida, Miami",,"$30,800",0 (unworn),
,,26330ST.OO.1220ST.01.A,,http://www.chrono24.com/audemarspiguet/royal-oak-day--date-ref-26330stoo1220st01a--id5705574.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$19,300",0 (unworn),
,,26231OR.ZZ.D010CA.01,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-37mm-ref-26231orzzd010ca01--id5705366.htm,,Audemars Piguet,,On request,,,"United States, Florida, Miami",,"$43,600",0 (unworn),
,,67601BA.ZZ.1210BA.02,,http://www.chrono24.com/audemarspiguet/royal-oak-quartz-ref-67601bazz1210ba02--id5705454.htm,Ladies' watch,Audemars Piguet,,On request,,,"United States, Florida, Miami",,"$41,700",0 (unworn),
,,67600ST.OO.1210ST.02,,http://www.chrono24.com/audemarspiguet/royal-oak-quartz-ref-67600stoo1210st02--id5705435.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$9,900",0 (unworn),
,,67600ST.OO.D080VS.01,,http://www.chrono24.com/audemarspiguet/royal-oak-quartz-ref-67600stood080vs01--id5705452.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$7,100",0 (unworn),
,,15140OR.ZZ.A088CR.01,,http://www.chrono24.com/audemarspiguet/jules-audemars-selfwinding-ref-15140orzza088cr01--id5705339.htm,Men's watch/Unisex,Audemars Piguet,,On request,,,"United States, Florida, Miami",,"$31,900",0 (unworn),
,,26124ST.OO.D002CA.01,,http://www.chrono24.com/audemarspiguet/royal-oak-dual-time-power-reserve-ref-26124stood002ca01--id5705215.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$20,700",0 (unworn),
,,26170ST.OO.1000ST.09,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-ref-26170stoo1000st09--id5705618.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$27,800",0 (unworn),
,,26409CB.OO.A030CA.01,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-michael-shumacher-ref-26409cbooa030ca01--id5705624.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$43,800",0 (unworn),
,,15140BC.ZZ.A002CR.01,,http://www.chrono24.com/audemarspiguet/jules-audemars-selfwinding-ref-15140bczza002cr01--id5705423.htm,Men's watch/Unisex,Audemars Piguet,,On request,,,"United States, Florida, Miami",,"$35,800",0 (unworn),
,,15710ST.OO.A002CA.01,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-diver-ref-15710stooa002ca01--id5705231.htm,,Audemars Piguet,,On request,,Steel,"United States, Florida, Miami",,"$14,800",0 (unworn),
With papers,,25863TI.OO.A001CU.01,,http://www.chrono24.com/audemarspiguet/t3-royal-oak-offshore-chronograph-25863tiooa001cu01-ltd-edition-full-set-box-and-paper--id4499725.htm,Men's watch/Unisex,Audemars Piguet,Leather,Ready to ship in 6-10 days,Buckle,Steel,"Hong Kong SAR, Mongkok, Kowloon",2004,,1 (mint),Automatic
With papers,,15300,,http://www.chrono24.com/audemarspiguet/18k-rose-gold-15300-royal-oak-exhibition-back-and-custom-diamond-bezel-with-paper--id4739545.htm,Men's watch/Unisex,Audemars Piguet,Leather,Ready to ship in 6-10 days,Buckle,Pink gold,"Hong Kong SAR, Mongkok, Kowloon",2000s,,1 (mint),Automatic
,,26133ST.OO.A101CR.01,,http://www.chrono24.com/audemarspiguet/offshore-shaquille-oneal-chronograph--id4524973.htm,,Audemars Piguet,Crocodile skin,Ready to ship in 6-10 days,,Steel,"Singapore, 228213",,,2 (fine),Automatic
,,,,http://www.chrono24.com/audemarspiguet/classic--id5563513.htm,Men's watch/Unisex,Audemars Piguet,Crocodile skin,Available now,,Yellow gold,United Kingdom,,,2 (fine),Automatic
With box,,14790ST,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-solo-tempo-33mm-in-acciaio-ref-14790st--id5707114.htm,,Audemars Piguet,Steel,Available now,,Steel,"Italy, BRESCIA",1998,,1 (mint),Automatic
With papers,,26320ST,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-cronografo-41mm-in-acciaio-ref-26320st--id5626970.htm,,Audemars Piguet,Steel,Available now,Fold clasp,Steel,"Italy, BRESCIA",2017,,0 (unworn),Automatic
With papers,Titanium,26078IO.OO.D001VS.01,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-rubens-barrichelo-ii---26078ioood001vs01--id5688241.htm,,Audemars Piguet,Leather,Available now,Fold clasp,Titanium,"United Kingdom, London",2008,,1 (mint),Automatic
With papers,Titanium,15707CE.OO.A002CA.01,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-diver-ceramic---15707ceooa002ca01--id5667564.htm,,Audemars Piguet,Rubber,Available now,Buckle,Ceramic,"United Kingdom, London",2014,,1 (mint),Automatic
With papers,Platinum,5711/1P-001,,http://www.chrono24.com/patekphilippe/nautilus-40th-anniversary-limited-edition---57111p-001--id5674606.htm,Men's watch/Unisex,Patek Philippe,Platinum,Available now,Fold clasp,Platinum,"Germany, Pforzheim",2017,price on request,0 (unworn),Automatic
,Yellow gold,4700/1,,http://www.chrono24.com/patekphilippe/nautilus--id5695185.htm,Ladies' watch,Patek Philippe,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"Germany, Frankfurt",,,3 (fair),Quartz
With papers,,,,http://www.chrono24.com/patekphilippe/5270r-001--id4234754.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,Steel,5711/1A-011,Steel,http://www.chrono24.com/patekphilippe/patek-philippe-nautilus-steel-57111a-011--id5590377.htm,Men's watch/Unisex,Patek Philippe,Steel,Available now,Double-fold clasp,Steel,"Finland, Helsinki",2017,,0 (unworn),Automatic
With papers,,5711/1A,Steel,http://www.chrono24.com/patekphilippe/nautilus-in-acciaio-ref-57111a--id5659631.htm,,Patek Philippe,Steel,Available now,,Steel,"Italy, BRESCIA",2016,,1 (mint),Automatic
With papers,,5980/1A,,http://www.chrono24.com/patekphilippe/nautilus-chrono-59801a--id3962372.htm,,Patek Philippe,Steel,Available now,,Steel,"Monaco, Monaco",2011,,2 (fine),Automatic
With papers,Steel,5980/1A-001,Steel,http://www.chrono24.com/patekphilippe/nautilus-chronograph---59801a-001--id5605305.htm,,Patek Philippe,Steel,Available now,Double-fold clasp,Steel,"United Kingdom, London",2014,,0 (unworn),Automatic
With papers,Platinum,5088/100P-001,Black,http://www.chrono24.com/patekphilippe/calatrava-175th-anniversary-exhibition-5088100p---5088100p-001--id5626028.htm,,Patek Philippe,Leather,Available now,Buckle,Platinum,"United Kingdom, London",2016,,0 (unworn),Automatic
With papers,,5159G-012,Black,http://www.chrono24.com/patekphilippe/5159g-012-london-edition--id5719812.htm,Men's watch/Unisex,Patek Philippe,,Available now,Fold clasp,,"United Kingdom, London",2015,price on request,0 (unworn),Automatic
With papers,,5980R-001,Brown,http://www.chrono24.com/patekphilippe/5980r-001-nautilus-chrono--id5719813.htm,Men's watch/Unisex,Patek Philippe,,Available now,,,"United Kingdom, London",,,0 (unworn),Automatic
With papers,White Gold,,Black,http://www.chrono24.com/patekphilippe/5270g-013--id2885735.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,On request,Fold clasp,White gold,"Hong Kong SAR, Kowloon",,price on request,0 (unworn),Manual winding
With papers,Pink Gold,,,http://www.chrono24.com/patekphilippe/4947r-001--id4087148.htm,Ladies' watch,Patek Philippe,Crocodile skin,On request,Buckle,Pink gold,"Hong Kong SAR, Kowloon",,price on request,0 (unworn),Automatic
With papers,Platinum,,Black,http://www.chrono24.com/patekphilippe/5970p-001--id2324403.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,On request,Fold clasp,Platinum,"Hong Kong SAR, Kowloon",,price on request,0 (unworn),Manual winding
With papers,,,,http://www.chrono24.com/patekphilippe/5070r-001--id3053062.htm,,Patek Philippe,Crocodile skin,On request,,Pink gold,"Hong Kong SAR, Kowloon",,price on request [Negotiable],0 (unworn),Automatic
With papers,Pink Gold,,Pink,http://www.chrono24.com/patekphilippe/59801r-001--id3636092.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,On request,Fold clasp,Pink gold,"Hong Kong SAR, Kowloon",,price on request,0 (unworn),Automatic
,Titanium,3732,,http://www.chrono24.com/iwc/porsche-design-titan-3702--id5025169.htm,Men's watch/Unisex,IWC,,Ready to ship in 6-10 days,,Titanium,"Poland, Kraków",,,1 (mint),Quartz
With papers,Titanium,IW390212,Black,http://www.chrono24.com/iwc/portugieser-yacht-club-chrono--id3163090.htm,Men's watch/Unisex,IWC,Rubber,Ready to ship in 6-10 days,Double-fold clasp,Titanium,"Germany, Nürnberg",2017,,0 (unworn),Automatic
With papers,Red gold,IW371482,Black,http://www.chrono24.com/iwc/portugieser-chronograph--id3105525.htm,Men's watch/Unisex,IWC,Crocodile skin,Ready to ship in 6-10 days,Buckle,Red gold,"Germany, Nürnberg",2017,,0 (unworn),Automatic
With papers,Steel,IW503502,Black,http://www.chrono24.com/iwc/portugieser-jahreskalender--id3680524.htm,Men's watch/Unisex,IWC,Crocodile skin,Ready to ship in 6-10 days,Fold clasp,Steel,"Germany, Nürnberg",2017,,0 (unworn),Automatic
With papers,,3713,,http://www.chrono24.com/iwc/doppelchronograph--id5537933.htm,Men's watch/Unisex,IWC,Steel,Available now,,Steel,"Germany, Herford",,,2 (fine),Automatic
With papers,Platinum,9,Black,http://www.chrono24.com/iwc/ingenieur-constant-force-tourbillon--id3135294.htm,Men's watch/Unisex,IWC,Crocodile skin,Ready to ship in 6-10 days,Buckle,Platinum,"Germany, Nürnberg",2017,,0 (unworn),Manual winding
With papers,Steel,IWC (萬國) IW500901 The Big Pilot's Steel with Leather Strap,Black,http://www.chrono24.com/iwc/cally---iw500901-the-big-pilots-steel-with-black-dial-46mm--id4403769.htm,Men's watch/Unisex,IWC,Leather,Available now,Fold clasp,Steel,"Hong Kong SAR, Kowloon",2016,,0 (unworn),Automatic
With papers,Titanium,IW388007,Black,http://www.chrono24.com/iwc/pilots-watch-chronograph-top-gun--id3048465.htm,Men's watch/Unisex,IWC,Textile,Ready to ship in 6-10 days,Double-fold clasp,Ceramic,"Germany, Nürnberg",2017,,0 (unworn),Automatic
With papers,,,,http://www.chrono24.com/iwc/iw500705--id4734786.htm,,IWC,Crocodile skin,Available now,,Steel,"Hong Kong SAR, Hong Kong",,,0 (unworn),Automatic
With papers,,,,http://www.chrono24.com/iwc/portofino-moonphase-iw544801--id4575069.htm,Men's watch/Unisex,IWC,Leather,Available now,,Steel,"Hong Kong SAR, HK",2012,,0 (unworn),Manual winding
,,,,http://www.chrono24.com/iwc/porsche-design--id3342989.htm,Ladies' watch,IWC,Titanium,Available now,,Titanium,"Spain, Madrid",,,2 (fine),Quartz
With papers,Red gold,IW544907,,http://www.chrono24.com/iwc/portugieser-minutenrepetition--limited--id3680032.htm,Men's watch/Unisex,IWC,Crocodile skin,Ready to ship in 6-10 days,Fold clasp,Red gold,"Germany, Nürnberg",2017,,0 (unworn),Manual winding
With papers,,,,http://www.chrono24.com/iwc/portuguese-hand-wound-iw545405--id4575062.htm,Men's watch/Unisex,IWC,Leather,Available now,,Steel,"Hong Kong SAR, HK",2012,,0 (unworn),Manual winding
With papers,Steel,IW324404,Steel,http://www.chrono24.com/iwc/ingenieur-dual-time--id3047229.htm,Men's watch/Unisex,IWC,Steel,Ready to ship in 6-10 days,Fold clasp,Steel,"Germany, Nürnberg",2017,,0 (unworn),Automatic
With papers,Titanium,IW388001,Black,http://www.chrono24.com/iwc/fliegeruhr-top-gun--id3342713.htm,Men's watch/Unisex,IWC,Textile,Ready to ship in 6-10 days,Fold clasp,Ceramic,"Germany, Nürnberg",2017,,0 (unworn),
With papers,Steel,IW546101,Black,http://www.chrono24.com/iwc/iwc---da-vinci--id4937103.htm,Men's watch/Unisex,IWC,Crocodile skin,Available now,,Steel,"Poland, Poznań",,,0 (unworn),Automatic
With papers,Steel,IW371447,Black,http://www.chrono24.com/iwc/portugieser-chronograph--id3162901.htm,Men's watch/Unisex,IWC,Crocodile skin,Ready to ship in 6-10 days,Double-fold clasp,Steel,"Germany, Nürnberg",2017,,0 (unworn),Automatic
With papers,,,,http://www.chrono24.com/iwc/iw356501--id4734925.htm,,IWC,Crocodile skin,Available now,,Steel,"Hong Kong SAR, Hong Kong",,,0 (unworn),Automatic
,,5250,,http://www.chrono24.com/iwc/pocket-watch-portofino--id4731212.htm,,IWC,,Available now,,Yellow gold,"Switzerland, Schaffhausen",,,2 (fine),Manual winding
,,116238,Gold,http://www.chrono24.com/rolex/oyster-perpetual-datejust-yellow-gold-ladies-watch--id5695109.htm,Ladies' watch,Rolex,Yellow Gold,Available now,Fold clasp,Yellow gold,"United States, Florida, North Miami Beach",,"$24,800",0 (unworn),Automatic
With box,,,,http://www.chrono24.com/rolex/179159wgused--id2660411.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$18,500",1 (mint),Automatic
With box,,16523,Gold/Steel,http://www.chrono24.com/rolex/daytona-zenith-sel-16523-a-two-tone-stainless-gold--id5618810.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Gold/Steel,"United States, New York, Massapequa Park",2000-2009,"$9,494 [Negotiable]",1 (mint),Automatic
With papers,,116233,Gold/Steel,http://www.chrono24.com/rolex/datejust-116233-stainless-steel--18k-yellow-gold-heavy-jubilee-band-silver-index-face--id4296243.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,"Fold clasp, hidden",,"United States, Florida, miami",,"$6,945",1 (mint),
,Steel,,Gold/Steel,http://www.chrono24.com/rolex/datejust-diamond-dial--id4461049.htm,Ladies' watch,Rolex,Gold/Steel,Available now,Fold clasp,,"United States, New York, new york",,"$3,895",1 (mint),Automatic
With box,,16220,Steel,http://www.chrono24.com/rolex/datejust-model-16220-16220--id4433324.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, Texas, Dallas",,"$5,490",1 (mint),Automatic
With papers,,116234pio,,http://www.chrono24.com/rolex/116234pio--id5687572.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$7,050",0 (unworn),Automatic
,,178384,,http://www.chrono24.com/rolex/178384--id5687006.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$11,800",,Automatic
With box,,18238,,http://www.chrono24.com/rolex/president-day-date-model-18238-18238--id4433767.htm,Men's watch/Unisex,Rolex,,Available now,"Fold clasp, hidden",Yellow gold,"United States, Texas, Dallas",,"$14,750",1 (mint),Automatic
With box,,69174,Steel,http://www.chrono24.com/rolex/datejust-model-69174-69174--id4434811.htm,Ladies' watch,Rolex,Steel,Available now,,Steel,"United States, Texas, Dallas",,"$7,350",1 (mint),Automatic
With box,,16233,Gold/Steel,http://www.chrono24.com/rolex/datejust-mens-2-tone-steel--gold-watch-ivory-tapestry-dial-16233--id3567321.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,,Steel,"United States, Texas, Dallas",,"$4,650",,Automatic
With papers,,81315,,http://www.chrono24.com/rolex/81315--id2737630.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$314,505",0 (unworn),Automatic
,,18238LE,,http://www.chrono24.com/rolex/yellow-gold-day-date-diamond-emerald-ref-18238--id4555433.htm,Men's watch/Unisex,Rolex,Yellow Gold,Available now,,Yellow gold,"United States, California, Beverly Hills",,"$15,995",1 (mint),Automatic
With papers,,178271,,http://www.chrono24.com/rolex/178271--id5687840.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$8,201",0 (unworn),Automatic
,,169622,Steel,http://www.chrono24.com/rolex/yachtmaster-169622-ladies-stainless-steel-watch--id2894967.htm,Ladies' watch,Rolex,Steel,Available now,,Steel,"United States, Florida, Boca Raton",,"$5,295",2 (fine),Automatic
With box,,Does Not Apply,Silver,http://www.chrono24.com/rolex/oyster-cosmograph-daytona-116520-black-dial-chronograph-watch-m-serial--id5616443.htm,Men's watch/Unisex,Rolex,Steel,Available now,,Steel,"United States, Texas, Houston",,"$11,900",1 (mint),Automatic
With papers,,116519,,http://www.chrono24.com/rolex/daytona-116519-pre-owned--id3802302.htm,,Rolex,Crocodile skin,Available now,,White gold,"United States, California, Newport Beach",,"$17,150",1 (mint),Automatic
With papers,,114234,,http://www.chrono24.com/rolex/114234--id5687289.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$5,250",0 (unworn),Automatic
With papers,Yellow gold,79178,Gold,http://www.chrono24.com/rolex/ladys-president-model-79178-18k-yellow-gold-classic-band-style-with-custom-added-15ct-diamond-bezel-and-champagne-diamond-dial---2000s---box-papers-tags---the-works--id4295814.htm,Ladies' watch,Rolex,,Available now,"Fold clasp, hidden",Yellow gold,"United States, Florida, miami",2000's,"$9,695",1 (mint),
With papers,,179160,,http://www.chrono24.com/rolex/179160--id5687861.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$5,600",0 (unworn),Automatic
With box,,69173,Gold/Steel,http://www.chrono24.com/rolex/datejust-model-69173-69173--id4435294.htm,Ladies' watch,Rolex,Gold/Steel,Available now,,Steel,"United States, Texas, Dallas",,"$4,290",1 (mint),Automatic
With papers,,116231-PIDJ,Steel,http://www.chrono24.com/rolex/datejust-36-mens-watch-116231-pidj--id4665948.htm,Men's watch/Unisex,Rolex,Steel,Available now,Double-fold clasp,Steel,"United States, New York, Brooklyn",,"$9,875 [Negotiable]",0 (unworn),Automatic
With papers,,16263,,http://www.chrono24.com/rolex/turnograph--id3857330.htm,,Rolex,Gold/Steel,Available now,,Gold/Steel,"United States, Nevada, Las Vegas",,"$4,000",1 (mint),Automatic
,,1803,,http://www.chrono24.com/rolex/day-date-president-ref-1803--id3103711.htm,Men's watch/Unisex,Rolex,Crocodile skin,Available now,,Yellow gold,"United States, California, Beverly Hills",1970's,"$6,100",1 (mint),Automatic
,,,,http://www.chrono24.com/rolex/79240usedwhiteroman--id2558380.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$3,100",1 (mint),Automatic
With papers,,178241,,http://www.chrono24.com/rolex/rolex-pink-gold-domed-bezel-pink-champagne-dial-diamond--id4551590.htm,Ladies' watch,Rolex,Gold/Steel,Available now,,Gold/Steel,"United States, New York, New York",2017,"$9,000",0 (unworn),Automatic
With box,,69173,Gold/Steel,http://www.chrono24.com/rolex/ladies-2-tone-datejust-watch-69173-silver-dial--id3566022.htm,Ladies' watch,Rolex,Gold/Steel,Available now,,Steel,"United States, Texas, Dallas",,"$4,650",,Automatic
With papers,,116243mdj,,http://www.chrono24.com/rolex/116243mdj--id5687855.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$182,505",0 (unworn),Automatic
With box,,116528,Gold,http://www.chrono24.com/rolex/mens-rolex-cosmograph-daytona-watch-116528-18k-gold-case--gold-dial--id3567540.htm,Men's watch/Unisex,Rolex,Yellow Gold,Available now,,Yellow gold,"United States, Texas, Dallas",,"$21,500",,Automatic
With papers,Gold/Steel,,Gold/Steel,http://www.chrono24.com/rolex/submariner-18k-gold--id3120873.htm,Men's watch/Unisex,Rolex,Gold/Steel,Available now,Fold clasp,Gold/Steel,"United States, New York, Greenvale",,"$10,999 [Negotiable]",1 (mint),Automatic
With papers,,179171,,http://www.chrono24.com/rolex/179171--id5687603.htm,,Rolex,,Available now,,,"United States, California, Beverly Hills",,"$9,350",0 (unworn),Automatic
,,67193,Gold/Steel,http://www.chrono24.com/rolex/oyster-perpetual-67193--id4346596.htm,Ladies' watch,Rolex,Gold/Steel,Available now,,,"United States, Florida, Miami",,"$3,199",,Automatic
With box,Steel,179174,Steel,http://www.chrono24.com/rolex/diamond-datejust-stainless-steel-ladies-watch-179174--id4845651.htm,Ladies' watch,Rolex,Steel,Available now,"Fold clasp, hidden",Steel,"United States, Texas, Dallas",,"$6,950",,Automatic
With papers,Steel,CAJ2180.FT6023,,http://www.chrono24.com/tagheuer/aquaracer-500m-calibre-16-ref-caj2180ft6023--id3083636.htm,Men's watch/Unisex,TAG Heuer,Rubber,Ready to ship in 6-10 days,Fold clasp,Titanium,"Germany, Mülheim an der Ruhr",2017,,0 (unworn),Automatic
,,CL1112,Steel,http://www.chrono24.com/tagheuer/polished-tag-heuer-kirium-chronograph-steel-quartz-mens-watch-cl1112-bf107926--id5733246.htm,Men's watch/Unisex,TAG Heuer,Steel,Ready to ship in 6-10 days,,Steel,"Japan, tokyo",,$666,2 (fine),Quartz
,,WAF111Z,Steel,http://www.chrono24.com/tagheuer/polished-tag-heuer-aquaracer-alarm-steel-quartz-mens-watch-waf111z-bf114642--id5733289.htm,Men's watch/Unisex,TAG Heuer,Steel,Ready to ship in 6-10 days,,Steel,"Japan, tokyo",,$666,2 (fine),Quartz
,,765.406,Gold/Steel,http://www.chrono24.com/tagheuer/2000-chronograph-200m-gold-plated-steel-mens-watch-765406-bf112407--id5733330.htm,Men's watch/Unisex,TAG Heuer,Gold/Steel,Ready to ship in 6-10 days,,Gold/Steel,"Japan, tokyo",,$767,2 (fine),Automatic
With papers,,WAH1011,,http://www.chrono24.com/tagheuer/formula-1-grande-date--id2996577.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,,Steel,"Spain, Madrid",2014,,1 (mint),Quartz
With papers,,WAC111A,,http://www.chrono24.com/tagheuer/formula-1-alarm--id5732723.htm,Men's watch/Unisex,TAG Heuer,Steel,Available now,,Steel,"Spain, Madrid",2009,,2 (fine),Quartz
,,CV2114,Steel,http://www.chrono24.com/tagheuer/polished-tag-heuer-carerra-chronograph-jack-heuer-limited-watch-cv2114-bf105756--id5733353.htm,Men's watch/Unisex,TAG Heuer,Steel,Ready to ship in 6-10 days,,Steel,"Japan, tokyo",,"$2,824",2 (fine),Automatic
,,CAR2012,Steel,http://www.chrono24.com/tagheuer/polished-tag-heuer-carrera-1887-chronograph-automatic-watch-car2012-bf111815--id5733193.htm,Men's watch/Unisex,TAG Heuer,Steel,Ready to ship in 6-10 days,,Steel,"Japan, tokyo",,"$2,278",2 (fine),Automatic
